,formula_pretty,band_gap
1944,Cs2YInF6,4.0503
1945,Cs2YSi4O10F,4.8312
1946,Cs2YTlCl6,4.3248
1947,Cs2YTlF6,4.7681000000000004
1948,Cs2Zn5P6(HO2)14,4.2843
1949,Cs2ZnCl4,4.5412
1950,Cs2ZnFe(CN)6,4.151199999999999
1951,Cs2ZnH12(SO7)2,4.8055
1952,Cs2ZnSi5O12,4.1819999999999995
1953,Cs2Zr(Si2O5)3,4.946899999999999
1954,Cs2Zr(SiO3)3,4.789899999999999
1955,Cs2ZrF6,6.697699999999999
1956,Cs2ZrTlOF5,4.1464
1957,Cs3AlCl6,4.6735
1958,Cs3AlF6,6.2623
1959,Cs3AsF6,4.3032
1960,Cs3B12H12Br,4.7566
1961,Cs3B12H12Cl,4.9577
1962,Cs3B12H12I,4.535
1963,Cs3B6H12S4Br,4.9166
1964,Cs3B6H12Se4Br,4.4933000000000005
1965,Cs3Ba4C3O9F5,4.7611
1966,Cs3BiF6,4.5888
1967,Cs3BiF6,4.2934
1968,Cs3Ca2Cl7,5.174799999999999
1969,Cs3DyCl6,4.7826
1970,Cs3Er2Br9,4.2885
1971,Cs3ErCl6,4.8108
1972,Cs3ErCl6,5.0846
1973,Cs3Fe2F9,4.036099999999999
1974,Cs3FeF6,4.0085
1975,Cs3Ga2F9,5.7462
1976,Cs3GaF6,5.8579
1977,Cs3GeF7,4.3869
1978,Cs3H(SF6)2,4.4739
1979,Cs3H12N4F3,4.8381
1980,Cs3Ho2Br9,4.0059000000000005
1981,Cs3HoCl6,4.7232
1982,Cs3HoCl6,5.0609
1983,Cs3InF6,5.3129
1984,Cs3LaCl6,4.7152
1985,Cs3LaCl6,4.5827
1986,Cs3Li2Al(MoO4)4,4.2898
1987,Cs3Li2Br5,4.5306
1988,Cs3Li2Cl5,5.0892
1989,Cs3Li2F5,5.7273
1990,Cs3Li2Ga(MoO4)4,4.0242
1991,Cs3Li4(BO2)7,4.5217
1992,Cs3LiBr4,4.035
1993,Cs3LiCl4,4.3445
1994,Cs3LiCl4,4.6835
1995,Cs3LiF4,5.6548
1996,Cs3Mg2Cl7,4.3797999999999995
1997,Cs3Mg3In(PO3)12,4.7217
1998,Cs3NdCl6,4.9486
1999,Cs3P6N11,4.087899999999999
2000,Cs3P7Pb2O21,4.9376
2001,Cs3PrCl6,4.7154
2002,Cs3PrCl6,4.895
2003,Cs3PrF6,5.5517
2004,Cs3ScCl6,4.0753
2005,Cs3ScF6,6.3471
2006,Cs3ScF6,6.2612000000000005
2007,Cs3SiF7,5.633800000000001
2008,Cs3SmCl6,4.7485
2009,Cs3Tb2Br9,4.0904
2010,Cs3TbCl6,4.782
2011,Cs3TbF6,5.745
2012,Cs3TlNi3F10,4.909999999999999
2013,Cs3TmCl6,4.812200000000001
2014,Cs3Y(PO4)2,4.4731000000000005
2015,Cs3Y2Br9,4.0443999999999996
2016,Cs3Y2Cl9,4.8945
2017,Cs3YBr6,4.0619
2018,Cs3YCl6,4.7509999999999994
2019,Cs3YF6,5.9892
2020,Cs3YF6,5.338699999999999
2021,Cs3ZnCl5,4.2844
2022,Cs4Ba(PO3)6,5.106400000000001
2023,Cs4CdNi3F12,4.4602
2024,Cs4KLiGa2F12,6.0451
2025,Cs4Li2(Si2O5)3,4.1657
2026,Cs4Mg3F10,6.2806
2027,Cs4Na2ScGaF12,6.3149999999999995
2028,Cs4NaHf3H2F19,6.8635
2029,Cs4Ni3F10,4.4276
2030,Cs4PbCl6,4.289
2031,Cs4Zn3F10,4.4371
2032,Cs5CaNi4F15,5.055899999999999
2033,Cs7Ni4F15,4.9957
2034,Cs8Na4Y3HoCl24,5.0565
2035,Cs8Na4Y3HoCl24,5.0785
2036,Cs8Na4YHo3Cl24,5.1424
2037,CsAgH12C4S4(NO4)2,4.2155000000000005
2038,CsAl(SiO3)2,4.7668
2039,CsAl3(P3O10)2,5.3415
2040,CsAlBP2HO9,5.2653
2041,CsAlBr4,4.2876
2042,CsAlCl4,5.3909
2043,CsAlF4,6.7415
2044,CsAlF4,6.977
2045,CsAlF4,6.4196
2046,CsAlH24(SO10)2,5.2787
2047,CsAlH24(SeO10)2,4.2024
2048,CsAlH4(OF2)2,6.3210999999999995
2049,CsAlNiF6,5.4309
2050,CsAlO2,4.273499999999999
2051,CsAlSi5O12,4.5621
2052,CsAlSiO4,4.466799999999999
2053,CsAlSiO4,4.458200000000001
2054,CsAlZnF6,5.4077
2055,CsAs4F13,5.2661999999999995
2056,CsAsF4,4.6128
2057,CsAsF6,5.2216
2058,CsB(CF4)2,6.4977
2059,CsB(CN)4,6.3553
2060,CsB10H13C,4.842499999999999
2061,CsB2H5O6,5.0602
2062,CsB2P2HO9,5.827
2063,CsB3H8,5.973
2064,CsB3H8,5.957599999999999
2065,CsB3O5,5.304
2066,CsB3PbF12,6.2981
2067,CsB5(H2O3)4,5.8357
2068,CsB5(H2O3)4,5.6249
2069,CsB5O8,5.9528
2070,CsB5O8,5.449
2071,CsB5O8,6.2049
2072,CsB5O8,5.9417
2073,CsB6(H5N)3,4.5834
2074,CsB9O14,5.4514
2075,CsBC3NOF9,4.888
2076,CsBF4,7.6306
2077,CsBH4,5.7194
2078,CsBHC3OF9,5.7833000000000006
2079,CsBS3O11,5.643800000000001
2080,CsBa(BO2)3,4.0415
2081,CsBa2Br5,4.3948
2082,CsBa2Ni2F9,4.5784
2083,CsBa2Zn2F9,4.8824
2084,CsBaLiP2O7,4.8877999999999995
2085,CsBe2BO3F2,5.8834
2086,CsBe2F5,7.3740000000000006
2087,CsBe2P2HO8,5.5956
2088,CsBe4(BO3)3,4.9398
2089,CsBeF3,5.367100000000001
2090,CsBeF3,6.1183
2091,CsBePO4,5.3448
2092,CsBr,4.2392
2093,CsBr,4.2575
2094,CsBrO3,4.1681
2095,CsC2N3,4.0656
2096,CsC2S2N(O2F3)2,5.937399999999999
2097,CsCN,4.9663
2098,CsCN,4.9418
2099,CsCNO,4.5353
2100,CsCO2,4.1556999999999995
2101,CsCOF3,6.1248000000000005
2102,CsCS(OF)3,5.6075
2103,CsCSN,4.3764
2104,CsCa(PO3)3,5.3035
2105,CsCa10(PO4)7,5.2034
2106,CsCaBr3,4.3923
2107,CsCaCO3F,4.5255
2108,CsCaCl3,5.3473
2109,CsCaCl3,5.3331
2110,CsCaCl3,5.3402
2111,CsCaF3,6.9005
2112,CsCaH2N9O,4.0792
2113,CsCaP3(HO5)2,5.1519
2114,CsCd(PO3)3,4.316
2115,CsCl,4.9883999999999995
2116,CsCl,4.8482
2117,CsClO3,5.3706000000000005
2118,CsClO3,5.465800000000001
2119,CsClO3,5.377
2120,CsClO4,5.444000000000001
2121,CsClO4,5.3228
2122,CsClO4,6.0296
2123,CsCoH24(C7N4)2,4.2725
2124,CsCrH24(SO10)2,6.4559
2125,CsDy2Cl7,4.5573999999999995
2126,CsEr(MoO4)2,4.0123999999999995
2127,CsEr(PO3)4,5.5882
2128,CsEr(WO4)2,4.7027
2129,CsEr2Cl7,4.5883
2130,CsErP2O7,5.1711
2131,CsF,5.2626
2132,CsF,5.938
2133,CsFeH24(SO10)2,5.6396
2134,CsFeP(H6O5)2,4.6479
2135,CsGa(PO3)4,4.318300000000001
2136,CsGa(SO4)2,4.001
2137,CsGa2P5O16,4.4388000000000005
2138,CsGaBP2HO9,4.6544
2139,CsGaCl4,4.491
2140,CsGaH24(SO10)2,5.2373
2141,CsGaH4,4.8788
2142,CsGaH4,4.6071
2143,CsGaH6(CF)2,4.2064
2144,CsGaNiF6,4.4905
2145,CsGaP3HO10,4.8914
2146,CsGaP3HO10,4.6119
2147,CsGaP3HO10,4.900499999999999
2148,CsGeB3O7,4.5981
2149,CsH2CN5,4.0637
2150,CsH2F3,7.0151
2151,CsH2SNO3,5.1346
2152,CsH2SNO3,4.8628
2153,CsH3(SO4)2,5.6517
2154,CsH3(SeO3)2,4.1517
2155,CsH3CN2O,4.2295
2156,CsH3O2,4.7105
2157,CsH3O2,4.0949
2158,CsH4NF2,5.7447
2159,CsH5O3,4.5517
2160,CsH5S2(NO3)2,4.9117
2161,CsH6C2S2NO4,5.2633
2162,CsH7O4,4.5579
2163,CsHC2,4.5867
2164,CsHCO2,4.4195
2165,CsHCO3,4.5588
2166,CsHCO3,4.9478
2167,CsHF2,6.2979
2168,CsHF2,6.5123
2169,CsHIF7,4.6043
2170,CsHS2(O3F)2,5.6738
2171,CsHS2O7,5.3167
2172,CsHSO3,5.842700000000001
2173,CsHSO4,5.3412
2174,CsHSO4,5.2874
2175,CsHSO4,5.564399999999999
2176,CsHo2Cl7,4.571
2177,CsI3F16,4.2435
2178,CsIOF4,4.9513
2179,CsIn(PO3)4,4.452999999999999
2180,CsK(ClO4)2,5.5306999999999995
2181,CsK2AlCl6,4.3064
2182,CsK2AlF6,5.617900000000001
2183,CsK2GaF6,5.3211
2184,CsK2Ho(PO4)2,4.8718
2185,CsK2InF6,4.7905
2186,CsK2Sc(PO4)2,4.0983
2187,CsK2ScCl6,4.0703
2188,CsK2ScF6,5.6381
2189,CsK2YF6,5.2336
2190,CsKICl,4.0996
2191,CsKNa2Li12(SiO4)4,4.722099999999999
2192,CsLa(PO3)4,5.0449
2193,CsLa(SO4)2,4.1847
2194,CsLi(B3O5)2,5.2081
2195,CsLi(B3O5)2,5.025
2196,CsLi(B3O5)2,5.0778
2197,CsLi(PO3)2,5.2843
2198,CsLi2(HO)3,4.1415
2199,CsLi2Br3,4.2829
2200,CsLi2Cl3,5.326
2201,CsLi2Cl3,5.2393
2202,CsLi2F3,7.0403
2203,CsLi2I3,4.4204
2204,CsLi3Br4,4.1475
2205,CsLi3Cl4,5.2744
2206,CsLi3F4,6.7384
2207,CsLi3I4,4.2797
2208,CsLi4(BO2)5,4.4885
2209,CsLiBeF4,7.0366
2210,CsLiBr2,4.1375
2211,CsLiCl2,5.1073
2212,CsLiCl2,5.0329
2213,CsLiF2,6.2744
2214,CsLiH4S2(NO3)2,5.5265
2215,CsLiH4SO5,4.3863
2216,CsLiMoO4,4.4239999999999995
2217,CsLiSO4,4.1019000000000005
2218,CsLiSO4,5.1673
2219,CsLiSO4,5.378
2220,CsLiWO4,4.4294
2221,CsLu(SO4)2,5.3528
2222,CsLu2Cl7,4.6579999999999995
2223,CsLu3F10,6.7414
2224,CsLu4F13,5.959
2225,CsLuP2O7,5.1874
2226,CsMg(PO3)3,4.8517
2227,CsMg12Al25Si29O108,4.346
2228,CsMg4Al9(SiO4)9,4.0440000000000005
2229,CsMgAlF6,6.8485
2230,CsMgAs(H6O5)2,4.2896
2231,CsMgBr3,4.0445
2232,CsMgCl3,5.126099999999999
2233,CsMgF3,6.7028
2234,CsMgGaF6,5.6419
2235,CsMgH12(ClO2)3,4.9182
2236,CsMgInF6,4.5677
2237,CsMgP(H6O5)2,4.8246
2238,CsMgPO4,4.4168
2239,CsMnH5(SO5)2,4.3098
2240,CsMoPO6,6.5766
2241,CsN3,4.2395
2242,CsNa2(H5O3)3,4.43
2243,CsNa2Be6(BO3)5,4.5093
2244,CsNa2H3(SO4)3,5.364800000000001
2245,CsNa2H4Cl3O2,4.7661999999999995
2246,CsNa3P4(H2O5)3,5.0753
2247,CsNaB10(H2O9)2,5.7673000000000005
2248,CsNaB4H12O13,4.9524
2249,CsNaNbOF5,4.3489
2250,CsNaSi2O5,4.4582
2251,CsNaSnF6,5.143599999999999
2252,CsNbF6,5.2004
2253,CsNd(PO3)4,5.5905000000000005
2254,CsNd(PO3)4,5.3244
2255,CsNd(PO3)4,5.493200000000001
2256,CsNiF3,4.7178
2257,CsNiF3,5.3618
2258,CsNiF3,4.3878
2259,CsP(HO)2,5.1543
2260,CsP(HO2)2,5.1316999999999995
2261,CsP(HO2)2,5.0373
2262,CsP(HO2)2,5.201099999999999
2263,CsP(OF)2,5.1874
2264,CsP2(HO2)3,5.861000000000001
2265,CsP2H5O8,5.5274
2266,CsP2H5O8,5.5122
2267,CsP2H5O8,5.502800000000001
2268,CsPF6,7.1409
2269,CsPH3O3F,6.4259
2270,CsPH3O4F,5.6175
2271,CsPH4(NO)2,4.5992
2272,CsPHO3F,5.1985
2273,CsPO3,5.422300000000001
2274,CsPO3,5.0865
2275,CsPPbO4,4.0581
2276,CsPSO2,4.075799999999999
2277,CsPr(CO3)2,4.5623
2278,CsPr(PO3)4,5.2958
2279,CsPr(PO3)4,5.3323
2280,CsPr(SO4)2,5.413600000000001
2281,CsPr2Cl7,4.3786
2282,CsRb2AlCl6,4.4662
2283,CsRb2AlF6,5.8323
2284,CsRb2BiF6,4.1231
2285,CsRb2DyCl6,4.4591
2286,CsRb2ErCl6,4.448
2287,CsRb2FeF6,4.1741
2288,CsRb2GaF6,5.539300000000001
2289,CsRb2InF6,4.8289
2290,CsRb2LuCl6,4.4735
2291,CsRb2Sb4F15,4.0177000000000005
2292,CsRb2ScCl6,4.083
2293,CsRb2ScF6,5.8718
2294,CsRb2SiF7,5.4931
2295,CsRb2TbCl6,4.4361
2296,CsRb2TmCl6,4.4646
2297,CsRb2YCl6,4.422700000000001
2298,CsRb2YF6,5.4863
2299,CsRbSO4,4.8740000000000006
2300,CsReO4,4.2585
2301,CsReO4,4.1579999999999995
2302,CsRuN2,5.3865
2303,CsS2N(O2F)2,5.4992
2304,CsSO2F,4.4107
2305,CsSO3,5.1114999999999995
2306,CsSO3F,5.164499999999999
2307,CsSb(SO4)2,4.089700000000001
2308,CsSb2F11,4.2075
2309,CsSb2F7,4.3035
2310,CsSb2F7,4.1067
2311,CsSb4F13,4.5892
2312,CsSbF4,4.4026
2313,CsSbF6,5.0381
2314,CsSbS(O2F)2,4.6564
2315,CsSc(SO4)2,4.1888000000000005
2316,CsSc(SeO3)2,4.1332
2317,CsSc(WO4)2,4.1422
2318,CsSc(WO4)2,4.1966
2319,CsSc3F10,5.3828
2320,CsSc3H6(Se3O10)2,4.2325
2321,CsScP2(HO4)2,4.8328999999999995
2322,CsSi2BO6,5.258900000000001
2323,CsSi2HO5,4.7013
2324,CsSi2HO5,4.803
2325,CsSi3HO7,4.7963000000000005
2326,CsSm(PO3)4,5.5031
2327,CsSm(PO3)4,5.6019
2328,CsSm2Cl7,4.4861
2329,CsSr(BH4)3,5.3107
2330,CsSrBr3,4.5563
2331,CsSrBr3,4.1683
2332,CsSrBr3,4.4089
2333,CsSrCl3,5.0049
2334,CsSrCl3,5.3366
2335,CsSrCl3,4.970000000000001
2336,CsSrCl3,5.0298
2337,CsSrCl3,5.2868
2338,CsSrF3,6.1846
2339,CsTb(PO3)4,5.3063
2340,CsTb2Cl7,4.5419
2341,CsTbP2O7,5.1362
2342,CsTeF5,4.6339
2343,CsTh2(PO4)3,4.5121
2344,CsTh3F13,6.4017
2345,CsTi8F33,4.5689
2346,CsTm(WO4)2,4.7348
2347,CsTm2Cl7,4.6387
2348,CsTmP2O7,5.2379999999999995
2349,CsTmP4(H2O3)6,5.4054
2350,CsTmSeCl2O3,4.227
2351,CsVH24(SO10)2,4.8327
2352,CsWF7,4.1958
2353,CsY(BH4)4,5.7043
2354,CsY(PO3)4,5.1333
2355,CsY(SeO3)2,4.102
2356,CsY2Cl7,4.4204
2357,CsYP2O7,5.1175
2358,CsYSeCl2O3,4.2892
2359,CsZnB(PO4)2,4.9295
2360,CsZnPO4,4.0751
2361,CsZr(NO3)5,4.3198
2362,CsZr2(PO4)3,4.3061
2363,CsZr2Al(PO4)4,4.0152
2364,Dy(AlCl4)3,4.2606
2365,Dy(BO2)3,5.493399999999999
2366,Dy(ClO4)3,4.9878
2367,Dy(ClO4)3,5.4769
2368,Dy(PO3)3,5.6177
2369,Dy(PO3)3,5.5999
2370,Dy(PO3)3,5.7383999999999995
2371,Dy2(SO4)3,5.8184
2372,Dy2B4O9,5.6245
2373,Dy2Be2GeO7,4.4691
2374,Dy2Be2SiO7,5.089600000000001
2375,Dy2CO5,4.4556
2376,Dy2CO5,4.4368
2377,Dy2GeO5,4.0049
2378,Dy2H16S3O20,5.291799999999999
2379,Dy2H4(SO4)3,5.2172
2380,Dy2O3,4.1997
2381,Dy2P4O13,5.638800000000001
2382,Dy2P4O13,5.2257
2383,Dy2P4O13,5.5082
2384,Dy2P4O13,5.4453000000000005
2385,Dy2Si2O7,4.5344
2386,Dy2Si2O7,4.6278
2387,Dy2SiO5,4.7218
2388,Dy2SiO5,4.5384
2389,Dy2SiO5,4.163
2390,Dy2Zr2O7,4.0207
2391,Dy2Zr2O7,4.0703000000000005
2392,Dy3Al5O12,4.5685
2393,Dy3Sc2Al3O12,4.7071000000000005
2394,Dy3Si2Cl5O6,4.7463999999999995
2395,Dy3Si3O10F,5.277799999999999
2396,Dy3Y5O12,4.0051000000000005
2397,Dy4(B2O5)3,5.3260999999999985
2398,Dy4Al2O9,4.005599999999999
2399,Dy4B4O11F2,5.4755
2400,Dy4BClO7,4.7368999999999994
2401,Dy5B2(O2F3)3,5.960999999999999
2402,Dy5Si2BO13,4.5395
2403,Dy7BP2O17,4.799099999999999
2404,DyAl3(BO3)4,5.543100000000001
2405,DyAlO3,5.1659999999999995
2406,DyAlO3,5.723000000000001
2407,DyBO3,5.0107
2408,DyBO3,5.3594
2409,DyBO3,4.514
2410,DyClO,5.1946
2411,DyClO,4.349
2412,DyClO,5.167300000000001
2413,DyF3,7.7755
2414,DyF3,7.8654
2415,DyGa3(BO3)4,4.4185
2416,DyH6C6Cl3(O3F2)3,4.1943
2417,DyH9C5(NO4)2,4.6355
2418,DyH9C5(NO4)2,4.5207
2419,DyHO2,4.5215
2420,DyHO2,4.728
2421,DyHSO5,5.5844
2422,DyHfF7,6.8513
2423,DyLuO3,4.6339999999999995
2424,DyMg(BO2)5,6.088900000000001
2425,DyOF,5.020200000000001
2426,DyP2(HO2)5,5.614400000000001
2427,DyP3(HO)6,5.3411
2428,DyP5O14,5.2463999999999995
2429,DyP5O14,5.3927000000000005
2430,DyP5O14,5.4353
2431,DyPO4,5.8933
2432,DyScO3,4.4597999999999995
2433,DySeClO3,4.366899999999999
2434,DyTaO4,4.1282
2435,DyTaO4,4.0284
2436,DyTmO3,4.5264999999999995
2437,DyY3O6,4.0215
2438,DyY7O12,4.0298
2439,DyZrF7,5.9275
2440,Er(BO2)3,5.550699999999999
2441,Er(ClO4)3,5.0285
2442,Er(PO3)3,5.6105
2443,Er(PO3)3,5.7459
2444,Er2(SO4)3,5.983
2445,Er2(WO4)3,4.4841999999999995
2446,Er2B2Cl2O5,5.0806000000000004
2447,Er2B4O9,5.6886
2448,Er2Be2GeO7,4.4309
2449,Er2Be2SiO7,5.3446
2450,Er2C(NO)2,4.0097000000000005
2451,Er2H16S3O20,5.412100000000001
2452,Er2H8S3O16,5.6165
2453,Er2O3,4.196899999999999
2454,Er2O3,4.1023
2455,Er2P4O13,5.4556
2456,Er2P4O13,5.477
2457,Er2P4O13,5.3543
2458,Er2Si2O7,4.7985999999999995
2459,Er2Si2O7,4.918
2460,Er2SiO5,4.650399999999999
2461,Er2SiO5,4.7585999999999995
2462,Er2Zr2O7,4.3849
2463,Er3Al5O12,4.758
2464,Er3B5O12,5.3497
2465,Er3O2F5,5.6188
2466,Er3Pb4F17,5.0743
2467,Er3Sc2Al3O12,4.8641000000000005
2468,Er3Si3O10F,5.2285
2469,Er3SiSe2O10F,4.0849
2470,Er4(B2O5)3,5.656499999999999
2471,Er4BClO7,4.7594
2472,Er4Si3O11F2,5.0561
2473,Er4Zr3O12,4.1461
2474,Er4Zr3O12,4.1668
2475,Er5B2(O2F3)3,5.9864
2476,ErAl3(BO3)4,5.616599999999999
2477,ErAlO3,5.803000000000001
2478,ErBO3,5.131399999999999
2479,ErBO3,5.6534
2480,ErBO3,4.563000000000001
2481,ErBrO,4.382000000000001
2482,ErClO,5.1904
2483,ErClO,5.2575
2484,ErCo(CN)6,4.2943
2485,ErCoH8C6(N3O2)2,4.7946
2486,ErF3,7.6163
2487,ErH(SO4)2,5.5488
2488,ErH10C6S6N3O17F18,5.6435
2489,ErH2Cl3O13,5.2042
2490,ErH2ClO2,4.921099999999999
2491,ErH3(SO4)3,5.494300000000001
2492,ErH3(SO4)3,5.867299999999999
2493,ErH9C5(NO4)2,4.4956
2494,ErHSO5,5.6272
2495,ErHfF7,6.858599999999999
2496,ErLuO3,4.5249999999999995
2497,ErMg(BO2)5,6.1636
2498,ErOF,5.2561
2499,ErP4HO12,5.554600000000001
2500,ErP5O14,5.444100000000001
2501,ErP5O14,5.2303
2502,ErPO4,5.919600000000001
2503,ErSc(BO3)2,4.449
2504,ErScO3,4.4171
2505,ErSeClO3,4.3487
2506,ErSeO3F,4.3039000000000005
2507,ErTaO4,4.050700000000001
2508,ErTaO4,4.0517
2509,ErZr11Si11PO48,4.0268
2510,ErZrF7,5.8927
2511,EuCd(BO2)5,4.019500000000001
2512,Fe(BO2)2,4.099600000000001
2513,Fe2H10S2O11,4.3362
2514,Fe2P2H4O9,4.2158999999999995
2515,Fe4Sn(CO)16,4.577999999999999
2516,FeAs4F18,4.2095
2517,FeB10(H13O4)2,4.3224
2518,FeB2C6(O3F4)2,4.623200000000001
2519,FeBP(HO3)2,4.0812
2520,FeBP(HO3)2,4.2042
2521,FeH10S2(NO2)4,4.4430000000000005
2522,FeH10S2(NO2)4,4.4719
2523,FeH10S2(NO2)4,4.6322
2524,FeH12C2S2(O2F)6,4.3131
2525,FeH14C3Br3NO2,4.2954
2526,FeH14SO11,4.3717
2527,FeH24C6(IO3)2,4.1759
2528,FeH4(CN)6,4.3636
2529,FeH8SO8,4.0183
2530,FeP2(H4O5)2,4.3922
2531,FeP2(H4O5)2,4.1848
2532,FeP2PbO7,4.1688
2533,FeP4O11,4.329000000000001
2534,FeSO4,4.2084
2535,FeSb2C6(OF2)6,4.2821
2536,FeSb4C6(O3F11)2,4.5119
2537,Ga(PO3)3,4.8857
2538,Ga2(SO4)3,4.33
2539,Ga2(WO4)3,4.224399999999999
2540,Ga2P2H9N2O9F,4.2977
2541,Ga2P3(HO3)3,5.1724000000000006
2542,Ga2P3H11O13,5.234
2543,Ga2P3H12(NO4)3,4.130699999999999
2544,Ga3Cl7,4.1427
2545,Ga3Pb5F19,4.4684
2546,Ga4P4O17,4.6331
2547,Ga6P8H56C14N7O32F,4.2694
2548,GaBH6,4.921
2549,GaBP2H5NO9,4.6499
2550,GaCl3,4.1775
2551,GaCl3,4.202999999999999
2552,GaF3,4.7051
2553,GaH12N3(OF2)3,5.216200000000001
2554,GaH15(C2N)2,4.0135000000000005
2555,GaH15N5Cl3,4.2614
2556,GaH18C3(N3F2)3,4.9737
2557,GaH20C2S2NO14,4.8359
2558,GaH20C2S2NO14,4.7139999999999995
2559,GaH3NF3,5.3088999999999995
2560,GaH4NF4,5.1596
2561,GaH6N2F3,5.2732
2562,GaH7(NF2)2,5.0153
2563,GaH8N2OF5,5.805400000000001
2564,GaH9(NF)3,5.0556
2565,GaHCl2,4.788
2566,GaHSeO4,4.1423000000000005
2567,GaP(H2O3)2,4.4271
2568,GaP2H11O12,4.892
2569,GaP2H15C5(NO4)2,4.5686
2570,GaP2H15C5(NO4)2,4.5474
2571,GaP3(HO5)2,5.04
2572,GaPH11C3Cl,4.854900000000001
2573,GaPH9C3Cl3O,4.9838000000000005
2574,GaPO4,4.439100000000001
2575,GaPO4,4.4398
2576,GaPO4,4.698
2577,GaPbF5,4.7215
2578,GdH18C3S3(O2F)9,5.9201
2579,GdHfF7,4.4446
2580,GdP4H4NO12,5.297700000000001
2581,GdSnF7,4.5976
2582,GdZr3F15,4.6922999999999995
2583,GdZr3F15,4.4567
2584,GdZrF7,4.4744
2585,Ge(SF6)2,4.9704999999999995
2586,Ge3F8,4.2902
2587,Ge5F12,4.3594
2588,Ge7F16,4.3788
2589,GeC4(BrF5)2,4.1155
2590,GeCl4,4.1525
2591,GeF2,4.1384
2592,GeF2,4.0597
2593,GeF4,5.500500000000001
2594,GeH10(N2F3)2,4.7302
2595,GeH2(C2F5)2,6.3321000000000005
2596,GeH3CNO,5.0507
2597,GeH3Cl,4.7492
2598,GeH4,5.9261
2599,GeH4,5.7745
2600,GeH6C2(SO3)2,5.131
2601,GeH8N2OF6,5.6075
2602,H10C3BrN,4.3740000000000006
2603,H10C3IN,4.3218
2604,H10C3N3Cl,4.8385
2605,H10C3NClO,5.3104000000000005
2606,H10C3NClO4,5.6346
2607,H10C3NClO4,5.6683
2608,H10C5S2N2(O2F3)2,5.8112
2609,H10CN2O5,4.1304
2610,H10S(NO)4,5.1317
2611,H10S(NO2)2,4.8521
2612,H10SO8,5.508
2613,H11CSO8F3,5.6433
2614,H11NF8,7.5317
2615,H11S2N3O7,4.922
2616,H12C2S(NO2)2,5.0163
2617,H12C3NF3,7.2752
2618,H12C4IN,4.1779
2619,H12C4IN(OF)2,4.6425
2620,H12C4NClO4,5.4665
2621,H12C5N2O,4.6234
2622,H12C5S2N2O5,4.421799999999999
2623,H12Cl2O13,5.2747
2624,H12PbC4S4(NO4)2,4.6425
2625,H12PbN3Cl5,4.4428
2626,H13C2Cl2O8F,4.8344000000000005
2627,H13C2Cl3O8,4.5239
2628,H13C3NF4,7.284
2629,H13C4NF2,6.5367999999999995
2630,H13ClO6,4.9350000000000005
2631,H13S2N3O8,5.0005999999999995
2632,H13S2N3O8,5.031700000000001
2633,H13S2N3O8,5.124
2634,H13S2N3O8,5.172
2635,H14C3NCl5,5.3369
2636,H14C3NF5,7.3363
2637,H14C4NF3,7.115600000000001
2638,H14C5(NO)2,4.3708
2639,H14C5BrN3,4.0874
2640,H16C3NF7,7.3689
2641,H16Cl2O15,5.1053999999999995
2642,H18PbC6S4N2O9,4.9717
2643,H18SO12,5.218999999999999
2644,H19C6N3ClO2,4.468
2645,H19C6N7O4,4.7942
2646,H2,6.2332
2647,H2,7.3865
2648,H2,7.4848
2649,H2,8.0699
2650,H2,6.6358999999999995
2651,H2,9.328899999999999
2652,H2,7.4222
2653,H2,8.8499
2654,H2,7.5517
2655,H2,9.7197
2656,H2,8.1932
2657,H2,8.1865
2658,H2,8.5338
2659,H2,8.8022
2660,H20C3(N2O5)2,4.7128
2661,H21C6N2Cl3,5.2189
2662,H22C10O3,5.196
2663,H24C8Se(NO2)2,4.1072
2664,H25C8IN2(OF2)2,4.616
2665,H2C,6.167999999999999
2666,H2C2S3N2(OF)6,5.8983
2667,H2C3NClOF4,4.3321000000000005
2668,H2C4(OF2)3,5.2961
2669,H2CBrCl,4.3521
2670,H2CBrCl,4.740600000000001
2671,H2CBrCl,4.662599999999999
2672,H2CN2,4.709899999999999
2673,H2CN2,4.8561
2674,H2CN5,4.1171999999999995
2675,H2CO,5.9519
2676,H2CO,6.2387999999999995
2677,H2CO,6.4213000000000005
2678,H2CO,6.0267
2679,H2CO2,4.2073
2680,H2CO2,4.8596
2681,H2CO3,5.6848
2682,H2CSO4,5.8997
2683,H2O,4.3309
2684,H2O,4.549499999999999
2685,H2O,5.4391
2686,H2O,5.275399999999999
2687,H2O,5.6674
2688,H2O,5.4567
2689,H2O,5.6654
2690,H2O,5.3276
2691,H2O,4.8393
2692,H2O,4.7589
2693,H2O,5.4898
2694,H2O,5.2923
2695,H2O,5.520200000000001
2696,H2O,5.5287
2697,H2O2,4.1497
2698,H2O2,4.4853
2699,H2PbCl2O7,4.4568
2700,H2S,4.4350000000000005
2701,H2S,4.0901
2702,H2S,4.3246
2703,H2S,4.0299
2704,H2SO4,5.844899999999999
2705,H2SO4,5.5584
2706,H2SO4,5.5958
2707,H2SO4,6.421
2708,H2SO4,6.109999999999999
2709,H2SO5,4.5613
2710,H2SeO3,4.4331000000000005
2711,H2SeO3,4.4855
2712,H30S2O21,5.2561
2713,H34C19,5.4526
2714,H34C19,5.6797
2715,H3BrO,4.5929
2716,H3BrO,4.5929
2717,H3CBr,4.5531
